sentence,word,tag,relevanceBag,model1,model2,model3,model4,model5
13002,0,B-PER,[],2.5238841772079468e-06,1.939235517056659e-06,9.217474143952131e-06,2.975443749164697e-07,1.4266271364249405e-07
1579,0,B-PER,[],7.047783583402634e-07,1.820917532313615e-07,3.231702976336237e-07,3.095273370945506e-09,5.755356191627925e-10
6480,0,B-PER,[],5.815672921016812e-07,2.2183166947797872e-07,6.308231093044014e-08,3.527386160939727e-10,0.0
18525,6,B-PER,[],0.0005906820297241211,0.00020039762239321135,0.0004921017680317163,4.205731389816947e-06,3.183231385150975e-07
7147,11,B-PER,[],0.0002522200666135177,2.2101710783317685e-05,8.281720511149615e-06,3.5791443906418863e-06,1.123546468306813e-06
9153,6,B-PER,[4],0.00033111730590462685,7.766170165268704e-05,6.0697318986058235e-05,1.3642566045746207e-05,4.957822739015683e-07
3478,2,B-PER,[3],1.6479743862873875e-06,8.701240403752308e-07,3.1140345413405157e-07,2.7199394125876353e-10,1.5405763246860698e-15
19772,9,B-PER,[],0.0008302908390760422,0.00011589183122850955,1.3979949244458112e-05,9.61265698151692e-08,2.064171056304076e-09
20018,4,B-PER,[],0.00022204220294952393,0.0002080872654914856,0.00010189931606419123,9.211025826516561e-07,1.0773180747492006e-07
8398,0,B-PER,[1],1.3056735042482615e-05,1.7731799744069576e-06,3.5762786865234375e-07,1.5705762246298605e-09,9.567235892404824e-12
10252,0,B-PER,[5],2.2933585569262505e-05,1.2850330676883459e-05,3.7839345168322325e-06,3.543922048265813e-06,4.2464171201572753e-07
13475,3,B-PER,[],5.826819688081741e-05,3.488338552415371e-05,5.178799142413482e-06,1.1340330274833832e-07,1.3599614101522661e-08
2151,17,B-PER,[18],0.000170242041349411,0.00014906562864780426,5.435305502032861e-05,5.1764836825896055e-06,7.049606836062594e-07
460,0,B-PER,[],6.598327308893204e-05,2.8212176403030753e-05,5.4836273193359375e-06,1.1920928955078125e-07,9.33145560821913e-10
4044,4,B-PER,[],0.0007659479742869735,0.00038249394856393337,6.663799285888672e-05,1.9191727460565744e-06,6.751383807568345e-08
4135,5,B-PER,[],0.0008480436081299558,0.00012800944386981428,6.835020030848682e-05,1.3114837884131703e-05,1.234002677819035e-08
10283,0,B-PER,"[2, 3, 4]",9.432435035705566e-06,7.927417755126953e-06,6.955408025532961e-06,4.7514663492620457e-07,7.781354988134481e-08
15709,3,B-PER,[4],5.6741759181022644e-05,4.7581299440935254e-05,3.1012579313483e-05,3.2156958695850335e-07,9.410541679244488e-08
17776,2,B-PER,[],0.00016682501882314682,0.0001217694953083992,5.219824379310012e-05,4.6351487981155515e-06,5.936669822403928e-08
4223,18,B-PER,[19],0.0007723569869995117,0.001127723604440689,0.0002869738091249019,5.5831438658060506e-05,5.355796020012349e-06
755,0,B-PER,[],1.554668415337801e-05,4.124641418457031e-05,1.2415781384333968e-05,6.960926839383319e-07,3.1723004623174234e-07
11402,0,B-PER,[1],1.1563068255782127e-05,1.548510044813156e-05,2.19613139051944e-06,6.71802524720988e-08,2.201307136573405e-09
8168,8,B-PER,[9],0.00020323018543422222,0.0004143842961639166,0.00018742702377494425,8.810685869775625e-07,3.471102516527935e-08
17786,12,B-PER,[],6.795630906708539e-05,2.047822272288613e-05,3.882414603140205e-05,2.0736642909469083e-06,2.1020741769461893e-07
15595,0,B-PER,[],1.035758941725362e-06,5.312174380378565e-07,9.940504241967574e-07,1.1433385793679918e-08,3.4658240721796574e-09
10267,11,B-PER,[12],0.0006892947349115275,0.00035345869218872394,0.00029540061950683594,1.7881393432617188e-06,1.6775577194039215e-07
19395,1,B-PER,"[2, 3]",1.6438207239843905e-05,9.38393895921763e-07,1.6182605122594396e-07,3.0789134797259976e-08,1.5170642519990452e-09
13523,0,B-PER,[1],1.658759720157832e-05,6.446869520004839e-06,2.5318513507954776e-07,1.0443343967381225e-07,4.747630399926095e-09
4412,15,B-PER,[],2.9013375751674175e-05,2.7349917218089104e-05,1.421949127689004e-05,0.0003759459577850066,1.941974915098399e-06
20723,6,B-PER,[22],0.0018504559993743896,0.0021787285804748535,0.002717137336730957,0.00017577409744262695,4.428000102052465e-05
19985,0,B-PER,[],4.4611282646656036e-05,2.587039489299059e-05,1.1882802937179804e-06,1.5015830285847187e-06,1.2642090041481424e-08
14922,12,B-PER,[],2.81611573882401e-05,3.279126758570783e-05,2.9680653824470937e-05,2.1850439395620924e-06,3.400059327418603e-07
1130,4,B-PER,[],0.0005784973036497831,0.0002200603485107422,5.8770179748535156e-05,3.337860107421875e-06,1.1920928955078125e-07
4443,30,B-PER,[],7.593128248117864e-05,1.535587216494605e-05,4.632340278476477e-06,2.627681112699065e-07,1.8631062914664653e-08
20104,44,B-PER,[],3.8590136682614684e-05,0.00028087037935620174,1.4589234979212051e-05,9.899958968162537e-07,7.455691957147792e-07
11401,0,B-PER,[],2.3263273760676384e-06,8.284696377813816e-06,3.724616817635251e-06,1.047905470841215e-06,4.353766769327194e-08
15095,0,B-PER,[],2.7062196750193834e-07,2.196920831920579e-07,9.967197911464609e-08,7.430162263233342e-09,5.4954041317500923e-11
1577,0,B-PER,[],1.6996546037262306e-07,3.730606294993777e-07,9.465782113693422e-08,5.647073919590184e-09,1.4169956874532375e-11
11970,0,B-PER,[],6.229507562238723e-06,1.2966665963176638e-07,1.7983293219003826e-06,2.4643071583341225e-08,4.192087274534906e-09
5633,17,B-PER,[18],2.555124956415966e-05,2.3612723452970386e-05,5.224133201409131e-05,1.9207673176424578e-06,2.2964263735048007e-07
418,6,B-PER,[],5.180423613637686e-05,7.1942267823033035e-06,2.1474279492395e-06,8.851044341895431e-09,3.983367524718062e-10
17581,11,B-PER,[12],2.1638639736920595e-05,3.570312401279807e-06,2.8965325327590108e-05,3.6163996810500976e-06,3.5238343798482674e-08
12379,19,B-PER,[],0.00023768097162246704,0.00024437904357910156,2.4557113647460938e-05,1.1920928955078125e-06,2.7445794525959855e-09
18104,5,B-PER,[],0.00022292137145996094,0.0006933808326721191,0.0001850863336585462,1.0147518167968883e-06,1.8639293131172963e-07
17491,0,B-PER,[1],7.002425263635814e-06,7.765134796500206e-06,2.485672666807659e-06,1.0381547781435074e-06,1.683195023360895e-07
5401,1,B-PER,[2],0.000303331995382905,0.000151844258653,0.0007695568783674389,1.2691580494106347e-05,3.976022071583429e-06
13986,12,B-PER,[],1.690217322902754e-05,6.725087132508634e-06,1.949032593984157e-06,5.6148458327243134e-08,1.8915002897301747e-09
2453,1,B-PER,[],0.00012271238665562123,1.4780793435420492e-05,3.718614607350901e-07,8.578723509344854e-09,9.550883695030876e-11
753,11,B-PER,[],7.777282735332847e-05,2.41258239839226e-05,6.532121915370226e-06,4.10945233397797e-08,1.7685601871875178e-09
10113,1,B-PER,[2],7.619586540386081e-06,1.4934357750462368e-06,3.5857006253081636e-07,5.730306007478703e-09,8.722424215193425e-11
15518,14,B-PER,[15],0.0025280253030359745,0.0005257076118141413,0.00013671629130840302,1.8004335288424045e-05,4.972804532599184e-07
17836,0,B-PER,[],5.107838660478592e-05,1.4007091522216797e-05,2.9603397706523538e-06,8.217246305619597e-08,1.6445435291334576e-10
736,0,B-PER,[],1.9017286831513047e-05,2.5904446374624968e-06,1.4344632290885784e-06,6.21146334367495e-09,2.6727838692286454e-11
1641,0,B-PER,[1],0.00017874245531857014,9.579653851687908e-05,3.049877705052495e-06,2.8024048788211076e-06,8.221870757552097e-07
18947,6,B-PER,[],0.00013644433602166828,7.947905942273792e-05,4.706488681449628e-06,4.3618314293780713e-08,3.4974414475641424e-09
16282,4,B-PER,[5],0.00017810106510296464,0.0002229748060926795,5.020719254389405e-05,5.496117410075385e-07,4.056025737497748e-09
15592,20,B-PER,[],2.3243046598508954e-05,6.709798981319182e-06,4.845350304094609e-06,2.1371079128584825e-08,4.253378760310511e-10
17940,4,B-LOC,[],1.0579724403214641e-05,2.5441477191634476e-07,1.578424715376059e-07,1.0796611382701826e-09,3.313530699822209e-11
20208,7,B-LOC,[],0.0010262839496135712,0.000181285897269845,0.0003071574028581381,0.0001120464876294136,5.227711517363787e-05
9619,2,B-LOC,[],1.744119799695909e-06,1.7098142279792228e-07,1.1531835486522368e-08,1.0116348730937474e-11,3.145224288262846e-12
3456,11,B-LOC,[],2.4424749426543713e-05,1.8288301362190396e-06,1.7642492800007403e-07,9.488516017341908e-08,2.1988337539635694e-10
9855,6,B-LOC,[],0.00035937881330028176,7.87731260061264e-05,0.00020643552807086962,4.623495101441222e-06,5.172351507098938e-07
11703,4,B-LOC,[],0.001118750311434269,0.0005734875157941133,0.0006668297573924065,0.0004663621075451374,1.0516932434256887e-05
7368,25,B-LOC,[26],0.00010195840150117874,2.160447183996439e-05,8.970126509666443e-05,1.9823783077299595e-06,1.093422241638109e-07
20420,0,B-LOC,[],5.391698778112186e-06,3.5228640626883134e-07,2.767357862865083e-07,6.489250026220361e-08,1.1114644760112924e-09
14057,0,B-LOC,[],0.0007531940937042236,0.0002489461039658636,0.0001280754804611206,9.318030109284337e-06,1.2126585602345585e-07
10411,3,B-LOC,[],5.003061960451305e-05,5.433106707641855e-06,1.0822456886216969e-07,7.996050044312142e-09,5.521192877888659e-11
17972,4,B-LOC,[],0.0004213451757095754,2.8606424166355282e-05,2.227719392067229e-06,2.6076090564597365e-08,4.483768486704398e-10
14044,0,B-LOC,[],2.8676207875832915e-05,8.777817129157484e-06,5.171979864826426e-06,2.64353047896293e-07,2.204079319056973e-08
3231,8,B-LOC,[],0.006880495231598616,0.0020943880081176758,0.0013275742530822754,0.00031338211556430906,1.6508404144133237e-05
2557,10,B-LOC,[],0.0003318812232464552,3.2783718779683113e-06,4.642151907319203e-06,5.101144324726192e-07,1.274846184173839e-08
16640,12,B-LOC,[10],0.0006025938782840967,0.00014348933473229408,3.0181741749402136e-05,6.744723808793651e-06,1.272439590027652e-06
12260,2,B-LOC,[],4.980526864528656e-05,4.62937168776989e-06,1.1293090615538404e-05,1.3294361167481838e-07,6.630684890041039e-10
743,3,B-LOC,[],0.00013847823720425367,3.0722643714398146e-05,6.49443472866551e-06,2.0435260807971645e-06,1.6177080413085076e-09
8428,5,B-LOC,[],1.9635946955531836e-05,5.090521881356835e-06,4.6380392859646236e-07,2.9667489798157476e-08,5.959668314403643e-10
2004,5,B-LOC,[],1.8778431694954634e-05,7.68899917602539e-06,9.5367431640625e-07,7.104237268070173e-09,1.3131455382073054e-10
8496,3,B-LOC,[],2.0416846382431686e-05,3.4054187381116208e-06,2.072704319289187e-07,3.0618774182755715e-10,8.548308727540643e-10
5998,4,B-LOC,[],0.0002074290532618761,1.0196686162089463e-05,9.082281621886068e-06,5.729493750550319e-07,3.080237420682863e-08
12482,11,B-LOC,[],7.962720701470971e-06,1.7436439065932063e-06,4.979528966941871e-08,6.7090581978845876e-09,4.195511039278843e-11
14100,4,B-LOC,[],8.97604477358982e-05,1.7400880096829496e-05,2.4275697825260067e-06,2.1991034444834856e-09,1.766296588157079e-10
15504,2,B-LOC,[],2.4931796360760927e-05,2.5588102516849176e-06,4.995907261218235e-07,8.901736237021396e-08,1.505537472468177e-09
1550,29,B-LOC,[],0.0003576595336198807,2.47955322265625e-05,7.94529914855957e-05,9.605254263078677e-07,3.069072818107088e-08
13526,23,B-LOC,[],0.0003489255905151367,4.7825247747823596e-05,1.1059062671847641e-05,1.9073486328125e-06,2.384185791015625e-07
16272,7,B-LOC,[],0.0010890457779169083,7.207662565633655e-05,7.30541069060564e-06,5.2855934740136945e-08,8.76818906370147e-09
5818,19,B-LOC,[20],0.004067480564117432,0.002996571362018585,0.0008327364921569824,7.087321137078106e-05,2.6197167244390585e-06
14284,6,B-LOC,[],7.121928501874208e-05,3.485407796688378e-05,6.341142579913139e-06,5.6450801366736414e-08,7.455784878374061e-09
10422,9,B-LOC,[],1.6842299373820424e-05,2.438557203277014e-06,6.956606455332803e-07,8.622049296747036e-09,5.131927174883977e-11
1612,1,B-LOC,[2],6.889051292091608e-05,8.519356924807653e-06,1.0411525011022604e-06,3.867556941372641e-08,5.475925268783044e-10
18124,4,B-LOC,[],5.894683999940753e-05,2.08208330150228e-05,2.4483448214596137e-05,3.1643161833017075e-06,2.069098155033089e-07
12122,20,B-LOC,[],0.00020989874610677361,4.764592449646443e-05,3.881126758642495e-06,5.960464477539062e-07,7.038730487352041e-09
2364,4,B-LOC,[],1.5172572602750733e-05,7.623318651894806e-07,5.8515787770829775e-08,8.506072582403768e-12,2.2921718776519606e-12
16231,11,B-LOC,[],0.0006690584123134613,0.00033587589859962463,0.0006175301969051361,1.894803426694125e-05,8.437815779416269e-09
4839,4,B-LOC,[],1.4411001757252961e-05,7.942500815261155e-06,7.915858546425625e-08,4.044768964206469e-10,2.5952395885531915e-12
10393,9,B-LOC,[],4.195293877273798e-05,3.2509199172636727e-06,5.275775123436688e-07,9.52729450887091e-09,5.176879203094842e-10
2817,6,B-LOC,[],9.860252612270415e-05,1.77738256752491e-05,7.577858923468739e-06,5.428444183053216e-07,4.5978680418556905e-08
11354,14,B-LOC,[],0.0001909946440719068,9.308662265539169e-05,1.4049466699361801e-05,4.1746170609258115e-07,7.751197728111947e-08
12484,11,B-LOC,[],7.505601388402283e-06,3.0757028071093373e-06,1.53735584262904e-07,2.7716880346417838e-08,2.345480337728745e-10
13424,11,B-LOC,[],0.00012088159564882517,3.795328666456044e-05,1.01370951597346e-05,1.0269568520016037e-06,2.2163717972034647e-08
16398,5,B-LOC,[],0.00026937606162391603,6.766388469259255e-05,2.790057988022454e-05,4.77501851037232e-06,1.499291002460268e-08
20594,2,B-LOC,[],7.221079431474209e-05,2.801752634695731e-05,4.620123672793852e-05,8.460137905785814e-07,2.151912923409327e-07
3412,4,B-LOC,[],0.0003033469256479293,8.61705411807634e-05,1.2699238141067326e-05,2.385569239038432e-06,3.6930549729419226e-09
4169,23,B-LOC,[24],0.0008365754038095474,0.0002751350402832031,0.00015306362183764577,2.534476607252145e-06,2.384185791015625e-07
9867,0,B-LOC,[],0.00025713443756103516,2.5311994249932468e-05,2.5096815079450607e-06,3.2456155167892575e-06,7.861121459340481e-08
15380,15,B-LOC,[],5.3169358579907566e-05,1.5437602996826172e-05,2.417253199382685e-06,4.091941718797898e-08,2.3851587371837013e-09
3333,3,B-LOC,[],0.0003113956190645695,6.168812979012728e-05,1.3381457392824814e-05,4.179300958639942e-07,6.708578392800035e-08
4340,17,B-LOC,[],0.0014073860365897417,0.0009953081607818604,0.00034505128860473633,0.00027220649644732475,2.0739344790854375e-05
19121,10,B-LOC,[9],0.0003015579131897539,2.690569090191275e-05,9.687981219030917e-06,2.3649099034628307e-07,4.2943693046026965e-09
10121,4,B-LOC,[],1.4422970707528293e-05,1.0997650861099828e-06,5.843663686277978e-08,1.587823947844791e-11,2.276426243282047e-12
13574,4,B-LOC,[5],1.6725003661122173e-05,3.5537050280254334e-07,1.2805328424292384e-06,4.5441398555112755e-07,1.2928941917067505e-08
17938,4,B-LOC,[],1.169127062894404e-05,9.99655640043784e-07,1.0682913398341043e-07,1.1197778121418978e-10,7.10115912469847e-13
8960,2,B-LOC,[],0.0007055642490740865,8.340413205587538e-05,1.9777187974412413e-05,9.151644917437807e-07,9.127651168228113e-08
12891,20,B-LOC,[],0.0030398330418393016,0.0002716273520491086,0.00013401496926235268,1.1044693565054331e-05,8.480589488435442e-07
8374,23,B-LOC,"[21, 22]",0.00036793472099816427,0.0002024983987212181,0.00018796112499330775,9.786655937205069e-06,1.1245392670389265e-06
7053,9,B-LOC,[10],9.994080755859613e-06,3.0499359127134085e-06,1.3816048749504262e-07,1.4340552745295554e-08,1.8017149994165038e-09
20273,19,B-LOC,[],0.0001347661018371582,5.632638931274414e-05,2.3186206817626953e-05,3.337860107421875e-06,1.1920928955078125e-07
16287,30,B-LOC,[31],0.0006031561642885208,0.0001374129205942154,1.86283141374588e-05,8.763582445681095e-05,5.688878445653245e-06
15973,21,B-LOC,[],0.00011600850484683178,2.278562169522047e-05,1.6643054550513625e-05,3.5972691092393816e-07,3.534361070478553e-08
14238,21,B-LOC,[],0.0004330277442932129,2.276897430419922e-05,1.4929246390238404e-05,1.0209315632891958e-06,6.44805453475783e-09
12362,4,B-LOC,[],8.004023402463645e-05,2.1831786398252007e-05,4.319308459344029e-06,1.0168829067680463e-07,2.865263942775087e-09
8434,10,B-LOC,[],2.476596273481846e-05,2.752021828200668e-06,1.9166685660820804e-07,6.524448536993077e-09,4.6733367176088336e-11
13401,6,B-LOC,[],7.666880264878273e-05,2.866455588446115e-05,4.788523483512108e-06,5.479153060150566e-07,2.7893880094609358e-08
3287,2,B-LOC,[],6.859228506073123e-06,8.780916687101126e-07,6.459042197093368e-06,3.093614964200242e-08,1.6961658744207853e-09
2317,4,B-LOC,[],0.00020420174405444413,1.9293642253614962e-05,4.655435986933298e-06,3.4462381570676826e-07,1.9412175422672817e-08
19132,8,B-LOC,"[10, 13]",0.00011719833128154278,5.4066154234533315e-05,1.8062535673379898e-05,4.869511739613586e-06,1.2595357929967577e-06
20641,22,B-LOC,[23],0.0010513109154999256,0.0005609318614006042,0.00036438554525375366,6.306171417236328e-05,0.0002658367156982422
12702,10,B-LOC,[],0.00011415657354518771,3.0363735277205706e-06,8.960989816841902e-07,1.3104624940751819e-08,3.190424591181795e-10
5423,12,B-LOC,[],5.284318467602134e-05,2.8414469852577895e-06,1.4567277730748174e-06,7.610567465121676e-08,1.8044478689027699e-09
18433,31,B-LOC,[],3.922096220776439e-05,9.011910151457414e-06,3.828912667813711e-06,4.7463359464927635e-08,5.783306278317468e-09
14075,5,B-LOC,[],7.906112841737922e-06,2.320722160220612e-06,1.3179948155084276e-07,5.466585592528439e-08,1.8134863966415282e-10
2124,2,B-LOC,[],4.226239980198443e-06,2.499714810255682e-06,1.5926491983009328e-06,2.9057469319582196e-08,2.9189983763444616e-11
13686,16,B-LOC,[],0.0002500224582036026,3.5290846426505595e-05,3.642515730462037e-05,4.433200444964314e-06,2.384185791015625e-07
13397,13,B-LOC,[],7.143105176510289e-05,7.858019671402872e-06,9.54618735704571e-06,8.754963687351847e-08,5.7426838395713276e-08
10817,15,B-LOC,[],0.008425965905189514,0.0007027611136436462,0.00012770527973771095,2.1872518118470907e-05,7.451431883964688e-06
9624,1,B-LOC,[],8.602481102570891e-05,1.0740939615061507e-05,7.4266370120312786e-06,2.4092636152772684e-07,2.0207693296470097e-09
16390,3,B-LOC,[],8.347374387085438e-05,5.7179931900464e-06,4.554781696697319e-06,1.4186284715833608e-06,2.3373635027468254e-08
6472,0,B-LOC,[],1.3992186723044142e-05,7.33634351490764e-07,4.188240154689993e-08,5.09793451897167e-09,3.4704530915696807e-12
19895,4,B-LOC,[],0.00011504837311804295,3.76947718905285e-06,1.0192276889142704e-07,3.471142470679034e-11,6.353618802953931e-13
9829,0,B-LOC,[],2.0910374587401748e-06,1.759981387294829e-07,6.785603545722552e-08,1.923795167613207e-08,2.7890450837730896e-08
12024,7,B-LOC,[],6.953312549740076e-05,8.660295861773193e-06,1.236341631738469e-05,1.0034136721515097e-07,2.6541571301885725e-09
19068,19,B-LOC,[],2.3590517230331898e-05,7.200782420113683e-06,9.991199476644397e-07,4.632289574146853e-08,1.0443955034133978e-08
11929,0,B-LOC,[],6.385181768564507e-05,5.708007847715635e-06,3.2025468499341514e-07,1.5588450530401587e-09,7.700226567486368e-11
12903,1,B-LOC,[],1.6766484804975335e-06,1.5264777175616473e-07,1.1752655382224475e-07,1.613609801331961e-09,2.239112367741214e-11
12483,3,B-LOC,[],9.292364120483398e-05,2.7088826755061746e-05,4.5961564865137916e-07,4.840920553306205e-09,1.239746361125782e-10
17230,9,B-LOC,[],8.029141463339329e-05,9.770410542842e-06,6.895279511809349e-06,2.519777808629442e-07,2.0227368224823294e-08
14101,4,B-LOC,[],6.902794848429039e-05,1.2493190297391266e-05,2.7207106541027315e-06,1.7154387910167657e-09,6.985520599467332e-10
2384,4,B-LOC,[],7.148785516619682e-05,4.7657622417318635e-06,2.343612663935346e-07,3.958312788654439e-09,9.276108284272944e-10
7008,11,B-LOC,[],2.282857894897461e-05,1.3097199826006545e-05,3.440243290242506e-07,5.2441579745377e-08,1.3354854999647614e-09
12768,6,B-LOC,[],0.0002351999282836914,6.715499330312014e-05,2.230071629583108e-05,1.1545674851731746e-06,5.3567220437145124e-08
8392,3,B-LOC,[],0.00030655902810394764,2.320405292266514e-05,1.2882073860964738e-06,7.044372640763186e-09,8.632925884571874e-11
5819,7,B-LOC,[],0.0009199455380439758,0.00017665023915469646,1.0337214916944504e-05,3.548223048710497e-07,5.8527078294901e-08
11163,16,B-LOC,[],7.912889122962952e-05,8.525652810931206e-05,6.409079651348293e-05,2.3806842364137992e-06,2.400254288659198e-07
16393,1,B-LOC,[],5.436348146758974e-06,6.360560291795991e-07,1.514783889433602e-07,1.2151229137474795e-09,3.303687878819517e-11
16785,4,B-LOC,[],4.2834028135985136e-05,8.220629752031527e-06,8.594457767685526e-07,1.3721750224959806e-07,5.24290890736856e-09
9477,9,B-LOC,[],0.00042367371497675776,8.538342081010342e-05,7.603106860187836e-05,3.74377123080194e-06,7.693870429648086e-08
12012,3,B-LOC,[],8.627003990113735e-05,1.3025492080487311e-05,9.038423741003498e-06,1.157325328904335e-07,9.751513374567367e-09
15848,5,B-LOC,[],0.00037761587009299546,0.00011618388816714287,0.00013674120418727398,4.64598483631562e-05,6.647093528044934e-06
8788,4,B-LOC,[],2.129563654307276e-05,6.81787496432662e-05,1.4150773495202884e-05,2.432971228927272e-07,1.020646989147167e-08
9849,0,B-LOC,[],6.7410292103886604e-06,1.5158875612542033e-06,1.9409344531595707e-06,1.9844355847453699e-07,1.5293947441819e-08
1951,8,B-LOC,[],0.00030350638553500175,3.424451278988272e-05,2.2855050701764412e-05,4.596456459893261e-08,4.8676760400212515e-09
162,26,B-LOC,[],0.0003173593431711197,0.00010774412658065557,3.319978713989258e-05,1.968875039892737e-06,1.3811609278491233e-07
4318,19,B-LOC,[],7.013176218606532e-05,2.986255094583612e-05,1.314542896579951e-05,3.408225097700779e-07,8.075261348494678e-09
18512,9,B-LOC,[],0.0001832554116845131,0.000447987113147974,0.0021206384990364313,2.3930180759634823e-05,8.064089342951775e-06
12052,13,B-LOC,[],0.0008595753461122513,5.5668584536761045e-05,2.3592583602294326e-05,3.835993993561715e-06,1.3113021850585938e-06
7433,19,B-LOC,[],0.00018230367277283221,2.2739870473742485e-05,1.126118513639085e-05,5.3739242389383435e-08,2.7923078960157e-08
2260,24,B-LOC,[],3.8921862142160535e-05,5.928805421717698e-06,3.102351911365986e-06,1.2293540052610297e-07,8.626500402897364e-09
11675,1,B-LOC,[],8.289795368909836e-05,8.877399523044005e-06,1.2048694372879254e-05,4.5088527258485556e-06,1.9542017071216833e-07
9935,0,B-LOC,[],2.895854413509369e-05,3.366265445947647e-06,3.573120920918882e-06,4.107283402277062e-08,8.983835186882061e-08
2488,4,B-LOC,[],1.431661075912416e-05,2.843995844159508e-06,6.540243475683383e-07,2.497573081683413e-08,1.5973043582251378e-09
4640,1,B-LOC,[],0.00026087136939167976,2.9820716008543968e-05,2.4497509002685547e-05,6.211573008840787e-06,1.891392997777075e-07
1320,15,B-LOC,[],0.00019040517508983612,2.3699263692833483e-05,2.427524304948747e-05,2.3025134396448266e-05,5.877056992176222e-07
9482,22,B-LOC,[],5.554035305976868e-05,1.477175101172179e-05,8.798756880423753e-06,7.543981439539493e-08,1.2852765962634294e-08
16646,7,B-LOC,[],5.126174073666334e-05,1.0605155694065616e-05,7.492748409276828e-06,3.261600909354456e-07,2.478591341059655e-07
1864,29,B-LOC,[],8.104467997327447e-05,2.10746602533618e-05,6.647370071277692e-06,1.0438765229991986e-06,4.834029987063615e-09
15214,3,B-LOC,[],0.000608295202255249,9.601830970495939e-05,0.00012158416211605072,9.656191105023026e-05,7.146503776311874e-05
10043,4,B-LOC,[],0.00012010050704702735,2.118838028764003e-05,9.038384405357647e-07,1.9378155138860542e-07,2.3302066537618515e-08
13530,23,B-LOC,[],4.6907225623726845e-05,3.20856343023479e-05,3.979727625846863e-05,9.958902410289738e-06,4.002430813443425e-07
7722,11,B-LOC,[],0.00018267938867211342,5.566183244809508e-05,6.553712591994554e-05,1.5908164385791679e-06,1.9839439033830786e-06
7546,24,B-LOC,[],6.563283386640251e-05,1.8111764802597463e-05,1.3173546903999522e-05,9.76104274741374e-07,1.1546421774255577e-07
2549,3,B-LOC,"[0, 1]",0.0002585714391898364,0.0002481043338775635,5.01926988363266e-05,1.1955144150199715e-06,1.2810577050895167e-07
16495,4,B-LOC,[],2.5026733055710793e-05,5.2988457355240826e-06,1.1648084523585567e-06,1.764906110146569e-09,5.76918846029173e-10
11292,10,B-LOC,[11],0.00019576773047447205,8.039828389883041e-05,9.350047912448645e-05,1.577139482833445e-05,5.907693889639631e-09
8444,3,B-LOC,[],5.675648571923375e-05,3.996852683485486e-06,4.8238646854770195e-08,3.2161267426999984e-08,3.78765956619842e-09
