sentence,word,tag,relevanceBag,model1,model2,model3,model4,model5
7147,11,B-PER,[],0.0007571732858195901,0.0010247260797768831,0.0005173325789655792,0.00019787774363067,7.31156615074724e-05
9153,6,B-PER,[4],0.5962560474872589,0.8258382678031921,0.9759212136268616,0.9980769157409668,0.9996019005775452
3478,2,B-PER,[3],0.2359921052120626,0.09754615370184183,0.00952130645782745,0.0007720207816142022,0.0002260561093034852
19772,9,B-PER,[],0.9066795313265175,0.986925836885348,0.9988299075193936,0.9999609500554811,0.9999989469444586
20018,4,B-PER,[],0.8821700029075146,0.9703584620729089,0.9936388740316033,0.9996703405995504,0.9999812906253283
8398,0,B-PER,[1],0.08809117460623384,0.20267428565421142,0.6950804285238519,0.8000969717609507,0.518983900501318
10252,0,B-PER,[5],0.0023324573412537575,0.00035894615575671196,0.0004987770225852728,0.0010203573619946837,0.00012008890917059034
13475,3,B-PER,[],0.0006356341764330864,0.0005913101485930383,0.0014560349736711942,1.3764289896300852e-05,4.5833741069145617e-07
2151,17,B-PER,[18],0.8219208046793938,0.9736409615725279,0.9919167306252348,0.9994357476084872,0.9999767517339753
460,0,B-PER,[],0.005965394899249077,0.0018706321716308594,0.002029209863394499,0.0003127095870922858,3.5451019769539016e-05
4044,4,B-PER,[],0.0028694868087768555,0.0008297562599182129,0.0011891293106600642,3.999471664428711e-05,0.0001698136329650879
4135,5,B-PER,[],0.34964513778686523,0.24273401498794556,0.3082093596458435,0.32464620284736156,0.845586102353991
10283,0,B-PER,"[2, 3, 4]",0.00028430926613509655,0.00018882851873058826,0.0002083467843476683,6.531621465910575e-06,2.520192765587126e-07
15709,3,B-PER,[4],0.0010576274216873571,0.0007754554317216389,0.00017884187400341034,2.559088170528412e-05,8.025424733659747e-07
17776,2,B-PER,[],0.025585543364286423,0.02318700961768627,0.013544219546020031,0.010160551872104406,0.003963825874961913
4223,18,B-PER,[19],0.18357665371149778,0.8179928656900302,0.9501277775125345,0.9985410417152707,0.9990543684771183
755,0,B-PER,[],0.000457454239949584,0.0029694661498069763,0.0023537809029221535,0.000575766374822706,2.8301979909883812e-05
11402,0,B-PER,[1],9.68538224697113e-05,4.739250289276242e-05,0.0001278489362448454,0.0010771118944603586,5.6533573468797726e-05
8168,8,B-PER,[9],0.855109425727278,0.9451294070458971,0.9208676191428822,0.990958364367927,0.9991022903457392
17786,12,B-PER,[],0.0006653279415331781,0.001291707216296345,0.0004973930481355637,9.340047836303711e-05,5.295991286402568e-05
15595,0,B-PER,[],0.00022834655828773975,0.00014101469423621893,1.7379717519361293e-05,1.4306813682196662e-05,5.109690755489282e-05
10267,11,B-PER,[12],0.8810246037319303,0.8561014415463433,0.7658960307053349,0.9339408161137301,0.9878066180761431
19395,1,B-PER,"[2, 3]",0.3737627863883972,0.9399672485888004,0.98602071008645,0.993741435726406,0.9967834949493408
13523,0,B-PER,[1],0.024621397256851196,0.023165257647633553,0.00712919607758522,0.00021396422030761642,2.3287073958044857e-06
4412,15,B-PER,[],0.0028174594044685364,0.0010957419872283936,0.013411332853138447,0.002542555332183838,0.0026647846098057926
20723,6,B-PER,[22],0.034759946167469025,0.00791102647781372,0.016234159469604492,0.043551743030548096,0.005428582429885864
19985,0,B-PER,[],0.0007425546646118164,7.605552673339844e-05,4.404783248901367e-05,8.616887498646975e-06,4.276815843695658e-07
14922,12,B-PER,[],0.3145001996308565,0.8308768084971234,0.9262319399567787,0.996833559718425,0.9999686918390793
1130,4,B-PER,[],0.02856925129890442,0.021304506284650415,0.005223669115366647,0.0017925398424267769,0.0004139300872338936
4443,30,B-PER,[],0.5726310312747955,0.8172219395637512,0.9151570424437523,0.9994272539624944,0.9999793252100062
20104,44,B-PER,[],0.6344064474105835,0.8589227125048637,0.8065685629844666,0.9036535024642944,0.9821410179138184
11401,0,B-PER,[],0.00025564213865436614,0.00011753139551728964,0.00010747957821877208,6.60443173501335e-05,5.33904695032561e-06
15095,0,B-PER,[],0.0017036371864378452,0.0007359355804510415,0.0009201339562423527,2.9569522666861303e-05,1.1362553777871653e-06
1577,0,B-PER,[],2.202298492193222e-05,2.7480371500132605e-05,6.179048978083301e-05,0.0004915460344818712,2.7168374547414942e-05
11970,0,B-PER,[],0.0018459274433553219,0.0003436514161876403,9.689861235528952e-05,1.1884869309142232e-05,6.304589987848885e-07
5633,17,B-PER,[18],0.7342980243265629,0.8821533881127834,0.9401493015466258,0.995132945039586,0.9901412007960175
418,6,B-PER,[],0.18018355360254645,0.11279956653015688,0.027906471839742153,0.45555451639108924,0.4770192068000014
17581,11,B-PER,[12],0.3205714598298073,0.78683840285521,0.89206808444942,0.9987073915692122,0.9998558752291767
12379,19,B-PER,[],0.7990001104772091,0.8660596399568021,0.9676176804496208,0.9848480249405611,0.8666170830429336
18104,5,B-PER,[],0.7237754464149475,0.9213934391736984,0.9944102638401091,0.9996838410152122,0.9999936638250801
17491,0,B-PER,[1],0.0005353335291147232,0.00015253589117492083,0.00010887569806072861,5.2756282912014285e-05,3.607473865940847e-05
5401,1,B-PER,[2],0.6534805595874786,0.9553461540490389,0.9861258545133751,0.9968734942267474,0.9996943365572406
13986,12,B-PER,[],0.00247269868850708,0.0012546777725219727,0.004629582166671753,0.010858595371246338,0.0061301589012146
2453,1,B-PER,[],0.20154035091400146,0.7649254202842712,0.6602185964584351,0.9793152821948752,0.9929333850741386
753,11,B-PER,[],0.001297295093536377,0.0004863739013671875,0.0007694619125686586,4.601761111189262e-05,5.037520020323427e-05
10113,1,B-PER,[2],0.8864405676722527,0.9698203774169087,0.9831452024518512,0.999731719493866,0.9993055621921023
15518,14,B-PER,[15],0.33845770359039307,0.8413518667221069,0.9700949834659696,0.997344656052519,0.9985974621868365
17836,0,B-PER,[],0.0021961303427815437,0.00036307083792053163,4.912758322461741e-05,3.5530855768683978e-06,6.42404454076484e-08
736,0,B-PER,[],0.07590877078473568,0.3237401370133739,0.5444553728320898,0.04892476058569173,0.01758511170958435
1641,0,B-PER,[1],0.2310018539428711,0.4033595733344555,0.38809154462069273,0.57262950274162,0.8596425535724848
18947,6,B-PER,[],0.05994272232055664,0.05737669765949249,0.031844526529312134,0.009343743324279785,0.021939337253570557
16282,4,B-PER,[5],0.014876026660203934,0.03858998138457537,0.0838679162261542,0.8476479110468063,0.7290521830691432
15592,20,B-PER,[],0.004157800227403641,0.004430111963301897,0.0015929893124848604,2.1841511625098065e-05,1.3942956879064994e-06
17940,4,B-LOC,[],0.0003797190038312692,0.00015721713702987472,4.873989085663055e-05,6.868548672964159e-05,2.2980251784989044e-06
20208,7,B-LOC,[],0.10725042596459389,0.08047311007976532,0.26991553604602814,0.062286972999572754,0.6741174757480621
9619,2,B-LOC,[],0.07524396106600761,0.004386368207633495,0.0018480937578715384,9.538280210108496e-06,7.627171726198867e-06
3456,11,B-LOC,[],0.0004753297398565337,0.00010164105356125219,0.00010577308285064646,0.00019980074463887831,8.160461554496123e-06
9855,6,B-LOC,[],0.020116157829761505,0.0022225333377718925,0.0006961089093238115,5.365515789890196e-05,3.311223554192111e-05
11703,4,B-LOC,[],0.1188330352306366,0.23728789389133453,0.27458737790584564,0.03631550073623657,0.011840581893920898
7368,25,B-LOC,[26],0.02568960189819336,0.032502852380275726,0.0702882707118988,0.10753327468410134,0.08174663910176605
20420,0,B-LOC,[],0.0001530754379928112,6.771662810933776e-06,3.1375111575471237e-06,6.584236871276516e-07,9.330352290781718e-08
14057,0,B-LOC,[],0.0015584748471155763,0.0012131035327911377,0.0008524088189005852,0.006012409925460815,0.00094996189000085
10411,3,B-LOC,[],0.001270362816285342,8.338689804077148e-05,1.8656253814697266e-05,9.57515688261492e-06,8.344650268554688e-07
17972,4,B-LOC,[],0.0012631174176931381,0.0009465022212680196,0.0015504378338846436,0.03150519031589738,0.0001482407168467148
14044,0,B-LOC,[],0.0006845057941973209,0.00029094505589455366,5.0130285671912134e-05,0.00012356042861938477,4.5180320739746094e-05
3231,8,B-LOC,[],0.030851811170578003,0.012106925249099731,0.014651596546173096,0.008065808564424515,0.0007758140563964844
2557,10,B-LOC,[],0.2484603375196457,0.03861731290817261,0.044551074504852295,0.0027242302894592285,0.0002346038818359375
16640,12,B-LOC,[10],0.017718583345413208,0.06771785020828247,0.044240206480026245,0.04184278845787048,0.08129885792732239
12260,2,B-LOC,[],0.01031041904934682,0.0014207332496880554,0.0021109580993652344,2.86102294921875e-06,3.0994415283203125e-06
743,3,B-LOC,[],0.0032178638502955437,0.0002909738104790449,0.000172921123805736,0.00020394263315415273,6.8762555059109776e-06
8428,5,B-LOC,[],0.00031071901321411133,2.344349917393629e-05,1.2188444099336948e-05,2.888904556797023e-06,8.344650268554688e-07
2004,5,B-LOC,[],0.023228660109452903,0.0012952597821822565,3.791355629800819e-05,2.834136103047058e-05,1.5497369076911127e-06
8496,3,B-LOC,[],0.0008583859307691455,8.254344368197053e-05,9.982870761859886e-05,8.06363418970335e-05,1.1920928955078125e-07
5998,4,B-LOC,[],0.005229592323303223,0.0035869479179382324,0.00033537764102220535,1.4066696166992188e-05,1.6689300537109375e-06
12482,11,B-LOC,[],0.0004529526922851801,8.916854858398438e-05,2.8476709741376283e-05,0.00023360183985254857,4.470122231401558e-06
14100,4,B-LOC,[],0.0011663828045129776,0.0004757098213303834,0.001963183924090117,0.007490190493690818,5.49679286265814e-05
15504,2,B-LOC,[],0.0057968353794422,0.0008980035781860352,0.0004400014877319336,7.90909587848887e-05,3.648353131857629e-05
1550,29,B-LOC,[],0.00892651081085205,0.010647773742675781,0.010215342044830322,0.00042766332626342773,0.0001169443130493164
13526,23,B-LOC,[],0.003324345248984173,0.00041987456279457547,9.134295396506786e-05,6.0648276758001884e-05,2.8585832829719493e-06
16272,7,B-LOC,[],0.10048924013972282,0.011473751947050914,0.009106755256652832,0.0036319750361144543,0.023616040823981166
5818,19,B-LOC,[20],0.6096352599561214,0.8290909305214882,0.9809815883636475,0.9995399325416656,0.9999443056130985
14284,6,B-LOC,[],0.0018769620364764705,0.00040619299397803843,0.00019729202092122478,4.554538463708013e-06,4.85327397478641e-07
10422,9,B-LOC,[],0.0005265756553853862,0.00045365095138549805,0.0001227855682373047,0.0006787372015044646,1.1449206862031158e-05
1612,1,B-LOC,[2],0.24000495672225952,0.7105249762535095,0.8280504941940308,0.9841952323913574,0.9972928000352113
18124,4,B-LOC,[],0.1889459788799286,0.4595615863800049,0.47407767176628113,0.005587458610534668,0.006942689418792725
12122,20,B-LOC,[],0.002121891244314611,0.00027365051209926605,0.00027432467322796583,1.0767347248474834e-05,0.0002202477480750531
2364,4,B-LOC,[],0.0006680312799289823,0.0001020645149765187,0.00010027514338162291,0.00011782191337572634,4.734894591296168e-06
16231,11,B-LOC,[],0.008036106824874878,0.006094574928283691,0.025233706459403038,0.022898852825164795,0.0764209646731615
4839,4,B-LOC,[],0.0018562498735263944,0.0011627129279077053,0.0005499415929079987,0.0012063431499882427,0.0006231106529526187
10393,9,B-LOC,[],0.0005803366111649666,0.00021470767762821197,6.748183927385298e-05,0.00020211850199869374,3.5716938932658926e-05
2817,6,B-LOC,[],0.08088871464133263,0.0027999042067676783,0.0017221826710738242,0.0003972051918026409,9.680625225882977e-07
11354,14,B-LOC,[],0.005297090858221054,0.003954438492655754,0.0005121266003698111,0.00012012026854790747,3.123052351838851e-06
12484,11,B-LOC,[],0.0005829849433212075,7.444620132446289e-05,6.407499313354492e-05,0.00021447517097317181,7.399246597337983e-07
13424,11,B-LOC,[],0.009184854105114937,0.0016149228904396296,0.0005081337294541299,0.00042128189306822605,0.00021510980423045112
16398,5,B-LOC,[],0.0016499135526828468,0.0002530681958887726,0.0014972644795179235,0.00020647284218688888,2.7553831874428322e-05
20594,2,B-LOC,[],0.001963905699085444,0.002113278955221176,0.002555152401328087,0.0020427247509360313,0.002463239012286067
3412,4,B-LOC,[],0.04433505982160568,0.022824278101325035,0.008495870977640152,0.0007847063203039184,4.456584101570835e-06
4169,23,B-LOC,[24],0.4543134570121765,0.799788348376751,0.9133527337107807,0.9276694075088017,0.9227148754890777
9867,0,B-LOC,[],0.0008655167184770107,0.00012761354446411133,0.00012589324614964426,6.688921075692633e-06,5.412101745605469e-05
15380,15,B-LOC,[],0.0009548598900437355,0.0001698290216154419,7.68899917602539e-05,2.196515561081469e-05,2.6226043701171875e-06
3333,3,B-LOC,[],0.0027566924691200256,0.00045199680607765913,0.0003956011787522584,1.7261191715078894e-05,0.00017434364201562857
4340,17,B-LOC,[],0.06272637844085693,0.02190917730331421,0.029344499111175537,0.015381336212158203,0.0014136619865894318
19121,10,B-LOC,[9],0.011605482955928892,0.0009195957318297587,0.0010354301148254308,9.019199751492124e-06,2.162664259230951e-06
10121,4,B-LOC,[],0.0011097766691818833,0.0005096115846754401,0.0002522006239082941,0.0003278814883787007,1.1285836009377595e-05
13574,4,B-LOC,[5],0.0031067207164596766,0.0006999218403507257,0.00032528074416404706,9.720166053739376e-05,0.0009536653815302998
17938,4,B-LOC,[],0.000926618100493215,0.0007926001521809667,0.0007120448932624868,0.015312447546704577,2.1628127311573708e-05
8960,2,B-LOC,[],0.014871537685394287,0.05297374725341797,0.024260137230157852,0.006760250311344862,3.327925514895469e-05
12891,20,B-LOC,[],0.04394841194152832,0.01989161968231201,0.062028467655181885,0.06658405065536499,0.01054537296295166
8374,23,B-LOC,"[21, 22]",0.024156540632247925,0.09201162680983543,0.020265698432922363,0.006592214107513428,0.0001278519630432129
7053,9,B-LOC,[10],0.9042841829359531,0.9870891962200403,0.9970361207670067,0.9999486577871721,0.9999838190974373
20273,19,B-LOC,[],0.0005933004431426525,0.00022113323211669922,0.00019103288650512695,3.1859047595617085e-05,3.1480391044169664e-05
16287,30,B-LOC,[31],0.3813042789697647,0.5411280989646912,0.6162534763279837,0.972251028942992,0.9894513769886544
15973,21,B-LOC,[],0.013475825431669364,0.007444143295288086,0.006701648235321045,0.0012292265892028809,0.00240933895111084
14238,21,B-LOC,[],0.005244001709797885,0.0008365139365196228,0.0013742521405220032,0.002379629760980606,0.001402983907610178
12362,4,B-LOC,[],0.055019259452819824,0.05803680419921875,0.18705055117607117,0.5565670877695084,0.16257678135298193
8434,10,B-LOC,[],0.00011501350127218757,5.345180397853255e-05,8.52346420288086e-06,2.5319525143174815e-06,7.851969205385778e-08
13401,6,B-LOC,[],0.0013491231948137283,0.0002593372482806444,0.0005316607051213396,6.274116630322624e-05,4.887486579452371e-06
3287,2,B-LOC,[],0.036440186318941414,0.0047969756269594654,0.002132396213710308,0.0009868197375908494,0.00013376754941418767
2317,4,B-LOC,[],0.0051818108186125755,0.005274477880448103,0.0008141999733197736,4.438283230001616e-05,3.254043626073344e-05
19132,8,B-LOC,"[10, 13]",0.0014525651931762695,0.004400050267577171,0.0023859671782702208,0.0014261603355407715,0.008135194890201092
20641,22,B-LOC,[23],0.2778546214103699,0.5474582016468048,0.9772078394889832,0.9966294169425964,0.999915361404419
12702,10,B-LOC,[],0.0010627013398334384,0.00045239616883918643,0.00014788990665692836,6.609689444303513e-05,1.3791706976462592e-07
5423,12,B-LOC,[],0.0008994662493932992,0.0007247308967635036,0.00038104613304312807,6.5429019741714e-05,8.1263652589314e-06
18433,31,B-LOC,[],0.033502955455332994,0.0007693382067373022,0.0004991961859559524,2.3395089954192372e-07,1.95607753994409e-07
14075,5,B-LOC,[],0.002068716421490535,0.0002139505959348753,0.0002999305725097656,4.458427429199219e-05,5.435943603515625e-05
2124,2,B-LOC,[],0.1643241122364998,0.14504663087427616,0.0267738897819072,0.023014088161289692,0.007517853563513199
13686,16,B-LOC,[],0.005816936492919922,0.0014826655387878418,0.0006020665168762207,0.009631209075450897,0.002424226375296712
13397,13,B-LOC,[],0.08740359544754028,0.026251226663589478,0.008734206203371286,0.0003279412449046504,1.7267024077227688e-06
10817,15,B-LOC,[],0.017428116872906685,0.007910192012786865,0.014705061912536621,0.0015686750411987305,0.005339443683624268
9624,1,B-LOC,[],0.012326395837590098,0.0046795056987321,0.0009207284028889262,0.0011619105862337165,4.96584705871328e-05
16390,3,B-LOC,[],0.004124313592910767,0.0327327698469162,0.007685050368309021,0.0012604966759681702,0.031901765614748
6472,0,B-LOC,[],0.00178978918120265,7.830916729290038e-05,3.2711075618863106e-05,7.639999856368096e-07,2.2264358219364032e-08
19895,4,B-LOC,[],0.06817939132452011,0.1657332479953766,0.1476048231124878,0.015231847763061523,0.00845484808087349
9829,0,B-LOC,[],0.010515648871660233,0.001022534677758813,8.801398507785052e-05,1.6099909316835692e-05,3.604777558674499e-07
12024,7,B-LOC,[],0.004430361557751894,0.0006246089833439328,0.00036356947293825215,8.073483030557327e-06,7.475341590179596e-07
19068,19,B-LOC,[],0.0007973439060151577,0.00017243821639567614,6.0572754591703415e-05,0.00011286587687209249,2.9396876925602555e-05
11929,0,B-LOC,[],0.0014505740255117416,0.00021926297449681442,9.009247878566384e-05,4.5872082132802916e-07,4.66388314634969e-08
12903,1,B-LOC,[],0.0010889010736718774,0.00032364074286306277,0.0001166108140751021,1.8541506960900733e-05,1.3229490818389422e-06
12483,3,B-LOC,[],0.8237813487648964,0.9767799433320761,0.9971767755923793,0.9999687042682126,0.9999974586885259
17230,9,B-LOC,[],0.5410162508487701,0.7740782499313354,0.9639214184135199,0.9986384510411881,0.9986543464019633
14101,4,B-LOC,[],0.0027685484383255243,0.0015296346455215826,0.002736972133405402,0.20590762493384318,0.0010745765460992984
2384,4,B-LOC,[],0.005573404021561146,0.0015903214807622135,0.00026496461032365914,0.0003273996975219351,0.00028562418554511915
7008,11,B-LOC,[],0.00048175850497500505,5.6955444961204194e-05,3.8504600524902344e-05,0.00011808262013587867,3.7677972994634365e-06
12768,6,B-LOC,[],0.014405973255634308,0.0010409943388367537,0.0046554263681173325,0.00432003615424037,0.003529835492372513
8392,3,B-LOC,[],0.00118178129196167,0.00013705341211789346,0.00024927520876261156,0.00015113516234538382,1.7143363445467144e-06
5819,7,B-LOC,[],0.5386893451213837,0.8212088346481323,0.9478269815444946,0.9988832296512555,0.9977635128307156
11163,16,B-LOC,[],0.22486606240272522,0.09291676059365273,0.17787783592939377,0.036191928724292666,0.00028998345260333735
16393,1,B-LOC,[],0.003372275663423352,0.0026996748104011203,0.008937084190279165,0.0022696186341946145,0.001326704645675747
16785,4,B-LOC,[],0.0014092321507632732,0.001565976592246443,0.00038077191580043745,0.006899171019585926,9.508129543418396e-06
9477,9,B-LOC,[],0.03613721579313278,0.00876984279602766,0.0006979641038924456,0.00019441383483354002,4.613995997715392e-06
12012,3,B-LOC,[],0.02220255695283413,0.022431937570217997,0.01524436374893412,0.00967103061702801,0.00045405148438248943
15848,5,B-LOC,[],0.33908020704984665,0.19857169967144728,0.14050109742674977,0.00797075103764655,0.002431884057955358
8788,4,B-LOC,[],0.007963128387928009,0.0018452457152307034,0.00046344500151462853,0.0006529316835883758,0.00045404653529601546
9849,0,B-LOC,[],0.001004780235234648,0.000479751150123775,0.0001232624053955078,1.3113021850585938e-06,1.0728836059570312e-06
1951,8,B-LOC,[],0.007745802402496338,0.006586313247680664,0.00729680061340332,0.022657126188278198,0.27851632982492447
162,26,B-LOC,[],0.01758715556934476,0.00978663912974298,0.03473491937620565,0.019895709225465907,0.0008694159775473054
4318,19,B-LOC,[],0.012661397457122803,0.00750385969877243,0.0012046638876199722,0.0007509151473641396,6.401694690794102e-06
18512,9,B-LOC,[],0.01346939243376255,0.014045506715774536,0.0332668200135231,0.00032411725260317326,0.0016693825600668788
12052,13,B-LOC,[],0.4079851508140564,0.3909366726875305,0.4370012953877449,0.0648056308273226,0.05428324721287936
7433,19,B-LOC,[],0.0008471682667732239,0.00015225214883685112,0.00047834916040301323,7.553741625088151e-06,3.3586165955057368e-06
2260,24,B-LOC,[],0.0061115805292502046,0.0007862305355956778,0.0018880639545386657,0.00036463824744714657,0.00371560488522249
11675,1,B-LOC,[],0.004157192073762417,0.000391494482755661,0.0017584576271474361,0.0003655444015748799,5.434957586203382e-06
9935,0,B-LOC,[],0.0008585997275076807,0.00019140448421239853,0.00040304340654984117,6.34391835774295e-06,7.955277396831661e-07
2488,4,B-LOC,[],0.0021238678600639105,0.00023895481945146457,0.00040515102124061286,0.0005650093027842473,5.630779027879923e-06
4640,1,B-LOC,[],0.00210429634898901,0.0016901157796382904,0.0005262841004878283,0.0002506886505670991,1.0504852596682213e-06
1320,15,B-LOC,[],0.07645896077156067,0.04956914484500885,0.5455282777547836,0.979931116104126,0.8911209347716067
9482,22,B-LOC,[],0.005056473892182112,0.005237221717834473,0.002284109592437744,0.0022830963134765625,0.0009937286376953125
16646,7,B-LOC,[],0.00441991144361964,0.0007620459518875577,0.0005420131873030698,4.184246063232422e-05,2.1696090698242188e-05
1864,29,B-LOC,[],0.003734922793228179,0.00025152445459752926,0.0001684290012491374,2.0471011339395773e-06,1.0679192641305235e-07
15214,3,B-LOC,[],0.18134814500808716,0.407509446144104,0.6233335875440389,0.9249927997589111,0.8741920590400696
10043,4,B-LOC,[],0.02767789363861084,0.07868880033493042,0.11578899808228016,0.07594945980235934,0.14821808296255767
13530,23,B-LOC,[],0.003613114356994629,0.012422502040863037,0.02750718593597412,0.0022124052047729492,0.0001704692840576172
7722,11,B-LOC,[],0.03211045265197754,0.006338238716125488,0.01713019609451294,0.002389669418334961,0.014044404029846191
7546,24,B-LOC,[],0.0008237957954406738,0.0023108720779418945,0.0019478797912597656,0.0002535581588745117,6.198883056640625e-05
2549,3,B-LOC,"[0, 1]",0.11615800857543945,0.07200127840042114,0.0011661052703857422,0.00013406768266577274,6.491440944955684e-05
16495,4,B-LOC,[],0.009847572073340416,0.0016682572313584387,0.00010154147571483918,0.0001592471816707075,8.630809990618771e-07
11292,10,B-LOC,[11],0.3959601819515228,0.8550902642309666,0.8867077538743615,0.9995703872700687,0.9999258014904626
8444,3,B-LOC,[],0.0002949833869934082,6.491713793366216e-05,2.1696090698242188e-05,0.00012796255723653005,2.340024449652353e-07
13958,17,B-LOC,[],0.06812926440034062,0.0414712175479508,0.00478404734576543,0.0001768632260599201,7.326643753913231e-06
12921,0,B-LOC,[],0.002275006612762809,0.0002620910163386725,0.0011506080627441406,0.004443079233169556,0.00010983995161950588
20092,0,B-LOC,[12],0.19706255197525024,0.0044751763343811035,0.05418252944946289,0.029993832111358643,0.014339268207550049
6378,3,B-LOC,[4],0.7886749356985092,0.9815808730199933,0.9982197612407617,0.9998220375498477,0.999950502326417
14917,9,B-LOC,[],0.000500207839650102,0.00020558741186960106,0.0001061558723449707,0.0016144029874416432,4.2373372088833766e-05
9874,0,B-LOC,[],0.0009531584801152349,0.00033377145882695913,0.0040384570602327585,2.2478758182842284e-05,1.7603028368284868e-08
14027,11,B-LOC,[],8.800195064395666e-05,2.7071182785221026e-05,1.2056574634433659e-05,6.1397570999912644e-06,5.018502778560727e-07
20465,6,B-LOC,[9],0.006866514682769775,0.016222655773162842,0.01916581392288208,0.01405256986618042,0.0021764039993286133
18363,24,B-LOC,[],0.09484073892235756,0.005874044756637886,0.0025714433068060316,0.00032455785549245775,0.00033074477687478065
437,2,B-LOC,[],0.0676342248916626,0.16187608242034912,0.2183774709701538,0.009001195430755615,0.008625447750091553
4647,10,B-LOC,[],0.0009620189666748047,0.0009299527737312019,0.002275512204505503,0.0023874479955274808,1.1682510375976562e-05
10317,11,B-LOC,[3],0.0006037475504854228,0.0002337002455305992,0.0002945952034494326,0.008167519098819298,2.1214028864485757e-05
184,0,B-LOC,[],0.00010559265501797199,2.4931574444053695e-05,4.7148987505352125e-06,1.8740547602646984e-06,1.2191660516691627e-06
9872,0,B-LOC,[],5.284051439957693e-05,9.332376066595316e-06,2.577212711685206e-06,4.186003899064872e-07,3.5222967653680826e-08
20643,22,B-LOC,[],0.017112374305725098,0.008225255267461762,0.010196953542617848,0.0008682769453116634,0.00011968612670898438
6143,1,B-LOC,[],0.022023889236152172,0.05937189282849431,0.03171984208165668,0.0010441041804369888,0.0011930329231972792
13338,4,B-LOC,[],0.03568083047866821,0.026497170329093933,0.014875944703817368,0.0006438569398596883,0.0005045665566285606
14292,6,B-LOC,[4],0.5965057909488678,0.398578149266541,0.36524380414630286,0.8998374486982357,0.9914040812709572
11075,7,B-LOC,[],0.016819441691040993,0.001996796578168869,0.0008967076428234577,3.0814684578217566e-05,1.9550323486328125e-05
16468,4,B-LOC,[],0.0027467631734907627,0.0006049633493603324,0.000249713007015373,0.0023870699246222316,0.00015380094176025913
2276,6,B-LOC,[],8.855716441757977e-05,3.08909380919431e-05,9.439255807430769e-06,2.5164948399785617e-05,1.5940409950288085e-06
13641,30,B-LOC,[29],0.0006079631275497377,8.116867684293538e-05,6.654576282016933e-05,1.3711017743389675e-05,4.168753555688909e-07
15779,1,B-LOC,[],0.10568780452013016,0.03377917781472206,0.010717079043388367,0.008489225059747696,0.00046747736632823944
